text,date,original,genre,related,PII,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report,actionable_haiti,processed_text
"I speak French very well, I speak Spanish very well, I speak ( no other information )",20-01-2010,"wen pale franse tre byen, mwen pale espanyol tre byen e mwen pale y",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, speak french very well speak spanish very well speak no other information 
"Goodmournig, in the name of MOCDEP communotary movement for the development of little boucan, Grecier. We will serve you as a spoke person for the population to give you",20-01-2010,"Bonjour, au nom du MOCDEP Mouvement communautaire pour le developpement de peti boucan Gresier, nous servons de porte parole de la population pour vous m",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,goodmournig in the name of mocdep communotary movement for the development of little boucan grecier we will serve you as spoke person for the population to give you
we are 500 without a home at rue panamericaine. we need food and water,20-01-2010,nous sommes 500 rescapes sans domicile a la rue panamericaine p u entre la rue besse et la rue astre nous manquons eau nourriture nec toilette qui devon,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are without home at rue panamericaine we need food and water
We need help. We r hangry and v nothing.,20-01-2010,We need help. We r hangry and v nothing.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we need help we hangry and nothing 
"We are at the church of L'eglise Evangelique of Claude Noel. We are inside, please bring food and water for us.",20-01-2010,Nou nazon nan legliz evanjelik klod nwl la andedan pote manje ak dlo pou nou tanpri. Mesi,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are at the church of eglise evangelique of claude noel we are inside please bring food and water for us 
"Please my profession is mechanic, truck driver, car driver and operator for loarder and excavator. thank you for your patience we spent the night in the name of jesus",20-01-2010,"u plait pwofesyon mwen se mekanisyen, chofer kamyon, chofer oto e operater loder, exkavatrice, bako mesi pou pasyans nou pase yon soire nan nom jezi g",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,please my profession is mechanic truck driver car driver and operator for loarder and excavator thank you for your patience we spent the night in the name of jesus
The IPS and OPA are available at St-Raphael-Dondon ( North ) to. .. the end of this SMS message is truncated,20-01-2010,le. IPS et OPA sont disponibles  St-Raphal-Dondon ( Nord ) pour re,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the ips and opa are available at st raphael dondon north to the end of this sms message is truncated
"I do not have anything left only the clothes I am wearingg, I have lost everything I am a proffessional who has studies accounting what can you do for me",20-01-2010,Mwen pa genyen anyen ki rete menm rad mwen te oblije antre pdepi anyen pa mache mwen se yon profesyonel m etidye kontabilite w kisa nou ka fe pou mwen,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, do not have anything left only the clothes am wearingg have lost everything am proffessional who has studies accounting what can you do for me
"I'm in Fontamara 27, the road is blocked. There's no food, please come",20-01-2010,"Mwen nan fontamara 27, route sable prol, pa gen manje, tanpri pase nan zon nan",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, in fontamara the road is blocked there no food please come
"Digicel please i cannot make phone calls, see what you can do for me",20-01-2010,Digicel ffason poumwen tanpri poum kaf apel mwenpaka pase.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,digicel please cannot make phone calls see what you can do for me
"I would like for you to help the people in the south department, because there alot of M (malade? wounded)",20-01-2010,MWEN TA RENMEN POU NOU EDE MOUN NAN DEPATMAN SID PASKE GEN ANPIL M,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, would like for you to help the people in the south department because there alot of malade wounded 
there are people coming to the department coming from port-au-prince but the baks are not open to serve them,20-01-2010,OUN KI VINN NAN DEPATMAN AN KI SOTI PORT AU PRINCE. BANK PA OUV PO,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,there are people coming to the department coming from port au prince but the baks are not open to serve them
"Im in port au prince, my house was destroyed, now im fine with all my family",20-01-2010,MWENTE POTOPRINS KAY MWEN KRAZE KOULYE MWEN OKAY AK TOUT FANM,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,im in port au prince my house was destroyed now im fine with all my family
"Panamerican Street, we cannot count the amount of victims. Since there is no energy, gas the area needs mostly cooked food with drinkable water.",20-01-2010,"Nan Py Sili, ri panameriken nou pa ka konte viktim. Km pa gen enji ( gaz ), zon nan plis bezwen manje kwit ak dlo potab. jwil",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,panamerican street we cannot count the amount of victims since there is no energy gas the area needs mostly cooked food with drinkable water 
Please I am alone and I'd like to know if there is somebody out there who would like to adopt an adolescent please adopt me.,20-01-2010,Svp je suis seule et j aimerais savoir si il ya quelqu un qui veut abdopter un adolescent prener moi svp,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,please am alone and like to know if there is somebody out there who would like to adopt an adolescent please adopt me 
what cyber cafe's are working?,20-01-2010,Ki cyber cafe ki an fonksyon,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,what cyber cafe are working 
"We need water and food, please help us because we don't have any help Clercine 4",20-01-2010,"ON A BESOIN DEAU ET DE NOURRITURES SVP AIDEZ NOUS, CAR NOUS N, AVONS AUCUN AIDE. CLERCINE 4",direct,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,we need water and food please help us because we don have any help clercine 
send me the info for the croix des bouquets please,20-01-2010,Envoie moi les informations de la cx des bouquets svp.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,send me the info for the croix des bouquets please
I am located in Route Freres- Impasse Fortin. .. A bit further than the Granit Market,20-01-2010,mou sou route fr impasse fortin pi wo maket granit,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, am located in route freres impasse fortin bit further than the granit market
"I am asking the state and all the concerned authorities to see how they can take the people of Mole Saint-Nicolas from what they are, because people who are selling. .. ",20-01-2010,Map mande ak leta peyi a et ak tout enstans ki konsn pou yo w koman yota fe pou yo wete pap mol sen nikola a nan sal ye laa paske moune kap vann yo ar,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, am asking the state and all the concerned authorities to see how they can take the people of mole saint nicolas from what they are because people who are selling 
"I want to make a call, I can't, there is a crowd of my relatives and I cannot hear, do me a favor please",20-01-2010,Mwen anvi fe yon apel mwen pakapab gen yon bann fanmi mwen m pa tande fem fave mesi,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, want to make call can there is crowd of my relatives and cannot hear do me favor please
"i need water, 27 bertin street, Carrefour",20-01-2010,"j ai besoin d eau 27 bertin, Carrefour",direct,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, need water bertin street carrefour
overpopulation in the city of cay. there is no security in this city. The cost of goods is risings. the people of cayes are overwhelmed.,20-01-2010,Surpopulation dans la ville des Cayes. Pas de scurite dans Cette ville. Augmentation des produits sur le march. Les gens des CAYES sont dans leurs petit s,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overpopulation in the city of cay there is no security in this city the cost of goods is risings the people of cayes are overwhelmed 
No one can buy anything. Tiny amounts of rice are being sold at 350 dollars. Hunger is gonna finish us off. I come from la Gonave. I live in the second communal section of ville anse a galets. I have a ( incomplete ),20-01-2010,ou paka achte anyen demi bout diri ap vann 350 dola grangou vle fini ak nou m se gonavyen m abite nan dezym seksyon kominal de vil ansagale m gen yn gra,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no one can buy anything tiny amounts of rice are being sold at dollars hunger is gonna finish us off come from la gonave live in the second communal section of ville anse galets have incomplete 
I don't know where there is a cyber cafe open. We are in the streets. We have no food. We have no water. If it rains we will get wet. Please find a way to help us.,20-01-2010,Mwen pa konnen ki cyber cafe ki ouve nou menm nou nan lari nou pa gen dlo pa gen manje si lapli nou ap mouye fe yon jan pou nou souple,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0, don know where there is cyber cafe open we are in the streets we have no food we have no water if it rains we will get wet please find way to help us 
I don't know the address of a cyber cafe that is working.,20-01-2010,Mwen pa konnen adres cyber?cafe? Ki an fonksyon.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, don know the address of cyber cafe that is working 
"Artists that have died, those who are wounded and those whom have disappeared I will be naming them today, there are more than 6 radios like Radio One, Radio Signal Fm, Maximum Caraib Fm, Lumiere etc",20-01-2010,"ATIS KI MOURI, SA KI BLESE AK SA KI DISPART MWEN GEN POUM BAY YO JODI AN NAN PLIS PASE 6 RADJO TANKOU RADIO ONE, SIGNAL, MAXIMUN KARAIB, LUMIERE ECHT. . AN",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,artists that have died those who are wounded and those whom have disappeared will be naming them today there are more than radios like radio one radio signal fm maximum caraib fm lumiere etc
this sms is only giving you an address not much detail. . / 2 cyber cafe route of frere. . a litle under where the jumbala night club is..,20-01-2010,"2 CYBER CAFE ROUTE DE FRERE, PLI BA JUMBALA.",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,this sms is only giving you an address not much detail cyber cafe route of frere litle under where the jumbala night club is 
Adress : cyber cafe wich is functioning is in carfour fougy route 9,20-01-2010,adres cyber cafe ki an fonksyon kafou fougy rout nf,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adress cyber cafe wich is functioning is in carfour fougy route 
their are no internet that are functioning they are all down. . i dnt have any other way..,20-01-2010,Pa gen adress entnet ki en fonction tout kraze mwen pa gen lot mwa,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,their are no internet that are functioning they are all down dnt have any other way 
We need water and food in Akazya.,20-01-2010,Nou bezwen dlo ak manje nan akasya.,direct,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,we need water and food in akazya 
we are in pelerin 5. Translator notes. We have had unverified reports of escaped prisoners in this area. this is the first residential neighborhood along the kenskoff road. after leaving petion-ville,20-01-2010,bonjou nou nan palerin 5.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,we are in pelerin translator notes we have had unverified reports of escaped prisoners in this area this is the first residential neighborhood along the kenskoff road after leaving petion ville
WE ARE DYING OF HUNGER OF THIRST SEE WAT U CAN DO THE ADDRESS IS : PETION VILLE ROUTE CHAVANNE NEAR THE IMPASS MAL-T # 115,20-01-2010,Moun yo ap finn mouri grangou swaf dlo ap fini ak nou gade kisa nou ka f. Adres la se petyon vil ri chavann pwolonje nan bt impas malut no 115,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are dying of hunger of thirst see wat can do the address is petion ville route chavanne near the impass mal 
I don't know the address at all because I just came from Jeremie,20-01-2010,MWEN PA KONN ADRS LA DITOU PASKE M FENK VINN JEREMI,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, don know the address at all because just came from jeremie
hard because everything is sold sky high. Small rice tin can is sold for 40Gourdes 40Gourdes a roughly 1. 00 US,20-01-2010,"ures paske toutes les marchandises st montes tet ng, ti mamit diri 40g.",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hard because everything is sold sky high small rice tin can is sold for gourdes gourdes roughly us
"Good morning, could you please tell me where I can find a Western Union office that's open in the capital?",20-01-2010,Bonjou eske nou ka dim ki kote mwen ka jwenn yon biwo western union ki ouv nan kapital la?,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good morning could you please tell me where can find western union office that open in the capital 
"EDH PLEASE COME BY CARREFOUR B TO HELP OUR KIDS, THEY WILL DIE FROM HUNGER",20-01-2010,Nou nan k-fou b EDH tanpri pase ede nou paske grangou ap tiye timoun yo,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,edh please come by carrefour to help our kids they will die from hunger
We are desperate for food and water. Our organization is Kole Zepol pou'n delivre,20-01-2010,"Nou min, m pap mg nou dezesper paske nou pa janm jouin an yen nou pa gen dlo ak mang. non organizasion nou an ce kol zpol pou, n delivr, de lubin joseph.",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,we are desperate for food and water our organization is kole zepol pou delivre
can you inform me of any Transfer bureau that is currently functionning?? because i have and urgency,20-01-2010,Nou ka enfme m sou youn nan nenpot biwo transf ki ta an fonksyon koulye a? Paske mwen gen yon ka ijan ke m ta vle soti.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,can you inform me of any transfer bureau that is currently functionning because have and urgency
the people what a real problem for food in Crois-des-Bouquets especially in the district of Snato 15 and 13,20-01-2010,"an, moun yo vreman gen pwoblem manje nan kwadebouke, espesyalman nan zon santo 15 ak 13",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the people what real problem for food in crois des bouquets especially in the district of snato and 
"they need help of every king, food, water, health services at Thomassin 32, 12 19 km east of Port-au-Prince. There are about 300 people",20-01-2010,Aide pou baz thomassin 32 rue celin kay altidor 300 moun,direct,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,they need help of every king food water health services at thomassin km east of port au prince there are about people
"I am in Carrefour, I can't find food nor water to drink",20-01-2010,"Mwen kafou mwen pa jwenn manje, mwen pa jwenn dlo poum bw",direct,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0, am in carrefour can find food nor water to drink
we do not have water we are in Santo 15 thank you,20-01-2010,"bnsoir nous n, avons pas d, eau du cote de santo 15 merci de m, avoir recu",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we do not have water we are in santo thank you
Don't know what to do about estaff touterene part at the end,21-01-2010,Je besoins de la nourriture a site soleil ruelle labonte par staff touteren,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,don know what to do about estaff touterene part at the end
CALLIN CARD IS DONE I NEED TO CALL MY FAMILY IN PORT AU PRINCE. I CNT PUT IN,21-01-2010,"Kat mwen fini, mwen bezouin rele fanmy mwen potoprens. M paka mete",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,callin card is done need to call my family in port au prince cnt put in
"Digil thank you, please add some minutes on my phone.",21-01-2010,Digicel tanpri mwen bloke mete yon ti pap padap pou mwen se jis pou m ka kominike sou kek fanmy mwen. Nou pa pran nouvel yo mesi e mwen remsi digice,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,digil thank you please add some minutes on my phone 
"The survivors of Pernier Fatima We have about 650 families who need food, tent, chothing, medicine and more. We have some people with broken bones, some who are dead ..",21-01-2010,"es sinistres de Pernier Fatima.We have about 650 families who need foods,tents,clo-thes,medecine and others.. We have some cracked people,dead people a",direct,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,the survivors of pernier fatima we have about families who need food tent chothing medicine and more we have some people with broken bones some who are dead 
"I'm O. K. in Carrefour Bourry on Torbec rd. I need food, water, telephone card to communicate",21-01-2010,"mwen okay kafou bourry sou rout torbec la. mwen bezwen manje, dlo potab, kat telefon poum kominike. Mesi!",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, in carrefour bourry on torbec rd need food water telephone card to communicate
i received your message with hope. I want to know 1. when will I get an answer. 2. where do i go to rendezvous? 3. what country are you helping from?,21-01-2010,Mwen resevwa mesaj pa nou an avek espwa. Men mwen vle konnen : 1 ) kil map jwenn repons. 2 ) ki kote pou male nan randevou. 3 ) nan ki peyi nou fe sa pou fr nou.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, received your message with hope want to know when will get an answer where do go to rendezvous what country are you helping from 
I MADE A MAP FIND THIS FAMILLY WE ARE 13 PEOPLE,21-01-2010,MWEN FE A MAP JWENN NAN FANMI AN SE NOU 13 MOUN,direct,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, made map find this familly we are people
"Not sure if it's St. Pierre or St. Pierre School, Port-au-Prince.",21-01-2010,"i need help for people on st pierre, since wednesday i was helping people, but today i dont have enough things please could you help me. thank you",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,not sure if it st pierre or st pierre school port au prince 
