text,date,processed_text
The first major earthquake of 2024 has occurred in Japan with a magnitude of M7.5 and a M6.4 aftershock. This event was also recorded on my  @raspishake  in Fiji! This event poses no threat to Fiji.,Jan-01,the first major earthquake of has occurred in japan with magnitude of and aftershock this event was also recorded on my in fiji this event poses no threat to fiji 
"Preliminary: 5.6 earthquake, Near West Coast of Honshu, Japan. On 2024/01/01 07:39:53 UTC (13m ago, depth 42km).",Jan-01,preliminary earthquake near west coast of honshu japan on utc ago depth km 
I hope everyone is safe and will stay safe after the earthquake & tsunami warning. 皆さん地震・津波の影響大丈夫ですか？ 早い避難と、そしてこの後も気を付けて下さい #Japan #Earthquake #Tsunami #StaySafe #StayStrong #2024,Jan-01, hope everyone is safe and will stay safe after the earthquake tsunami warning 皆さん地震 津波の影響大丈夫ですか 早い避難と そしてこの後も気を付けて下さい japan earthquake tsunami staysafe staystrong 
" #TSUNAMI ALERT  #EARTHQUAKES-TERREMOTOS  M 7.5 - 42 km NE of Anamizu, #Japan 2024-01-01 07:10:09 (UTC)37.498°N 137.242°E10.0 km depth   M 6.2 - 4 km SSW of Anamizu, Japan  2024-01-01 07:18:42 (UTC)37.196°N 136.870°E10.0 km depth  M 5.5 - 42 km NE of Anamizu, Japan… Show more",Jan-01, tsunami alert earthquakes terremotos km ne of anamizu japan utc km depth km ssw of anamizu japan utc km depth km ne of anamizu japan show more
"Earthquake sequence with the #JapanEarthquake appears to have a 5.5 event about 4 minutes before the 7.5 quake, 6.2 magnitude aftershock among the largest so far 1/1/2024",Jan-01,earthquake sequence with the japanearthquake appears to have event about minutes before the quake magnitude aftershock among the largest so far 
"AVISO  Fuerte #sismo en la costa W de Honshu #Japón   -M7.5 (#terremoto) -Prof 10 km -Epicentro: 42 km al NE de #Anamizu, #Japan  Enero 1/07:10:09 (UTC)/2024  Alerta preventiva de #tsunami  #earthquake Noticia en desarrollo  https://earthquake.usgs.gov/earthquakes/eventpage/us6000m0xl/executive…",Jan-01,aviso fuerte sismo en la costa de honshu japón terremoto prof km epicentro km al ne de anamizu japan enero utc alerta preventiva de tsunami earthquake noticia en desarrollo 
Earthquake in Japan just upgraded to 7.6 with immediate evacuation orders.  Already read that they’re checking the nuclear power plants.  FFS 2024.,Jan-01,earthquake in japan just upgraded to with immediate evacuation orders already read that they re checking the nuclear power plants ffs 
Shaking intensity map for the preliminary magnitude 7.5 earthquake along the west coast of Japan #JapanEarthquake 1/1/2024,Jan-01,shaking intensity map for the preliminary magnitude earthquake along the west coast of japan japanearthquake 
"Son Dakika: 2024'ün ilk büyük #deprem i  #Japonya'nin Ishikawa bölgesinde yarım saat önce 7.5 büyüklüğünde çok şiddetli deprem meydana geldi! (2 dk sonra 6.2 büyüklüğünde bir artçı şok oldu) Deprem, Kanazawa ve Toyama gibi yoğun nüfuslu şehirlere yakın #earthquake #japan",Jan-01,son dakika ün ilk büyük deprem japonya nin ishikawa bölgesinde yarım saat önce büyüklüğünde çok şiddetli deprem meydana geldi dk sonra büyüklüğünde bir artçı şok oldu deprem kanazawa ve toyama gibi yoğun nüfuslu şehirlere yakın earthquake japan
"First day in japan, 2024 already hit with a 7.4 earthquake... Bracing the shaky building was interesting. Hearing the japanese evac alert sound live is sureal. Everyone  here inland is fine tho.",Jan-01,first day in japan already hit with earthquake bracing the shaky building was interesting hearing the japanese evac alert sound live is sureal everyone here inland is fine tho 
"No Tsunami Threat to Marianas At 5:10 PM ChST, January 1st, 2024 - a 7.4 earthquake off the west coast of Japan was detected. Based on all available info: NO THREAT FOR THE MARIANAS. MICRONESIA - LISTEN TO YOUR LOCAL OFFICALS FOR THE LATEST INFO. https://tsunami.gov",Jan-01,no tsunami threat to marianas at pm chst january st earthquake off the west coast of japan was detected based on all available info no threat for the marianas micronesia listen to your local officals for the latest info 
"日本で大きい地震があったよ みんな2024年のスタート安全でいてください  There was a big earthquake in Japan. Everyone, please be safe at the start of 2024.",Jan-01,日本で大きい地震があったよ みんな 年のスタート安全でいてください there was big earthquake in japan everyone please be safe at the start of 
"Translation in English:  Everyone, a tsunami is coming. A big tsunami is coming. Please run away immediately.Remember the Great East Japan Earthquake. Everyone, a tsunami is coming. A big tsunami is coming. Please run away immediately  2024 is playing up on the first day!!!",Jan-01,translation in english everyone tsunami is coming big tsunami is coming please run away immediately remember the great east japan earthquake everyone tsunami is coming big tsunami is coming please run away immediately is playing up on the first day 
Japan tsunami warning zones from the preliminary magnitude 7.5 earthquake #JapanEarthquake 1/1/2024,Jan-01,japan tsunami warning zones from the preliminary magnitude earthquake japanearthquake 
"Japan started the year with a 7.0 magnitude earthquake in Ishikawa prefecture felt all the way up to Tokyo.  I hope everyone is okay.  I made this New Year Card yesterday in jest, but it really feels like Godzilla is woke 2024: the year of the dragon   #Godzilla #Earthquake",Jan-01,japan started the year with magnitude earthquake in ishikawa prefecture felt all the way up to tokyo hope everyone is okay made this new year card yesterday in jest but it really feels like godzilla is woke the year of the dragon godzilla earthquake
Powerful earthquake struck Japan on the first day of 2024,Jan-01,powerful earthquake struck japan on the first day of 
Told you it was gonna get rampant...  Few hours #Japan smashed with 7.6  Welcome to 2024  #RingofFire #earthquake #earthquakes,Jan-01,told you it was gonna get rampant few hours japan smashed with welcome to ringoffire earthquake earthquakes
7.4M earthquake on the Sea of Japan side. Tsunami alert issued. Not a good start to 2024 :(,Jan-01, earthquake on the sea of japan side tsunami alert issued not good start to sad 
Preliminary magnitude updating to 7.5 per USGS #JapanEarthquake 1/1/2024,Jan-01,preliminary magnitude updating to per usgs japanearthquake 
2024 just started 7.4 magnitude earthquake has to hit japan… my grandma texted me she’s alright and safe but tsunami too like huh,Jan-01, just started magnitude earthquake has to hit japan my grandma texted me she alright and safe but tsunami too like huh
"Earthquake of Magnitude:7.2, Occurred on 01-01-2024, 12:40:15 IST, Lat: 37.47 & Long: 137.32, Depth: 50 Km ,Location: Near West Coast of Japan for more information Download the BhooKamp App https://riseq.seismo.gov.in/riseq/Interactive/index/SWtnYm1HTHVhT21XMzRtZ3VwRHBYUT09/Reviewed…  @KirenRijiju   @Ravi_MoES   @Dr_Mishra1966   @ndmaindia   @Indiametdept",Jan-01,earthquake of magnitude occurred on ist lat long depth km location near west coast of japan for more information download the bhookamp app 
Not even a few hours into 2024 and Japan gets hit with a 7.6 earthquake and potential tsunami and/or Godzilla attack. BUCKLE UP FOR 2024.  EDIT: Now 7.6*,Jan-01,not even few hours into and japan gets hit with earthquake and potential tsunami and or godzilla attack buckle up for edit now 
"7.6 Magnitude earthquake hits western Japan   (Noto, Ishikawa Prefecture)  16:10 JST 01 Jan. 2024",Jan-01, magnitude earthquake hits western japan noto ishikawa prefecture jst jan 
"Preliminary magnitude 7.4 earthquake occurred along the west coast of Japan, per  @NWS_PTWC  no threat to the US West Coast… stay tuned for updates #JapanEarthquake 1/1/2024",Jan-01,preliminary magnitude earthquake occurred along the west coast of japan per no threat to the us west coast stay tuned for updates japanearthquake 
"Well first Earthquake for 2024 in Japan, 7.4 EQ, with a Tsunami warning in Effect. #Earthquake",Jan-01,well first earthquake for in japan eq with tsunami warning in effect earthquake
"M7.4 #EARTHQUAKE! 39 KM NE OF ANAMIZU, JAPAN   DEPTH: 0 KM AT 2024-01-01 07:10:10.000 UTC VIA  @EQTW",Jan-01, earthquake km ne of anamizu japan depth km at utc via 
"M7.4 earthquake / 7 on Japanese shindo scale / Ishikawa pref, Noto region / 16:10 (JST) January 1, 2024 / Tsunami warning issued #earthquake #Ishikawa #Niigata #Toyama #Japan #緊急地震速報 #地震 #津波 #津波警報 #石川県 #富山県 #新潟県 #能登地方 #日本",Jan-01, earthquake on japanese shindo scale ishikawa pref noto region jst january tsunami warning issued earthquake ishikawa niigata toyama japan 緊急地震速報 地震 津波 津波警報 石川県 富山県 新潟県 能登地方 日本
"Region: Near West Coast of Honshu, Japan Mag: 7.5 UTC: 2024-01-01 07:10:14 Lat: 37.45, Lon: 137.42 Dep: 47km For more info and updates, or if you felt this earthquake, go to https://earthquakes.ga.gov.au/event/ga2024aaogsq…",Jan-01,region near west coast of honshu japan mag utc lat lon dep km for more info and updates or if you felt this earthquake go to 
"Preliminary: 6.7 earthquake, Near West Coast of Honshu, Japan. On 2024/01/01 07:10:14 UTC (9m ago, depth 43km).",Jan-01,preliminary earthquake near west coast of honshu japan on utc ago depth km 
"Very strong mag. 6.7 #earthquake - Near West Coast of Honshu, Japan, on Monday, Jan 1, 2024 04:10 pm (GMT  9) - share your experience - information:",Jan-01,very strong mag earthquake near west coast of honshu japan on monday jan pm gmt share your experience information 
"ird2024aaogsn Near West Coast of Honshu, Japan Mw(Mwp) 7.3 2024/01/01 07:10:10  - Event has not yet been reviewed by a seismologist. For subsequent updates and details, please see  https://bit.ly/47eWw29 #earthquake #seisme #terremoto",Jan-01,ird aaogsn near west coast of honshu japan mw mwp event has not yet been reviewed by seismologist for subsequent updates and details please see earthquake seisme terremoto
